name,category_ref,department_slug,main_category,category_level1,category_level2,category_level3,count,depth
Covers,covers-27934,baby,Baby & Toddler,"Prams, Strollers & Accessories",Pram & Stroller Accessories,Covers,50,3
Pegs,pegs-27935,baby,Baby & Toddler,"Prams, Strollers & Accessories",Pram & Stroller Accessories,Pegs,26,3
Pillows,pillows-27938,baby,Baby & Toddler,"Prams, Strollers & Accessories",Pram & Stroller Accessories,Pillows,25,3
Pram Toys,pram-toys-27933,baby,Baby & Toddler,"Prams, Strollers & Accessories",Pram & Stroller Accessories,Pram Toys,23,3
Pram Shades,pram-shades-27932,baby,Baby & Toddler,"Prams, Strollers & Accessories",Pram & Stroller Accessories,Pram Shades,19,3
Linen & Inserts,linen-and-inserts-27936,baby,Baby & Toddler,"Prams, Strollers & Accessories",Pram & Stroller Accessories,Linen & Inserts,8,3
Pram & Stroller Accessories,pram-and-stroller-accessories-29037,baby,Baby & Toddler,"Prams, Strollers & Accessories",Pram & Stroller Accessories,Pram & Stroller Accessories,7,3
Maternity Belts,maternity-belts-33577,baby,Baby & Toddler,Mom & Baby Care,Maternity Care,Belly Care > Maternity Belts,58,4
Postnatal Creams,postnatal-creams-33578,baby,Baby & Toddler,Mom & Baby Care,Maternity Care,Belly Care > Postnatal Creams,26,4
Cameras,cameras-26458,cameras,Cameras,Cameras & Lenses,Cameras,,971,2
Certified Pre-Owned Cameras,certified-pre-owned-cameras-33874,cameras,Cameras,Cameras & Lenses,Certified Pre-Owned Cameras,,1,2
Action Cameras,action-cameras-26429,cameras,Cameras,Action Cameras & Drones,Action Cameras,,323,2
Drones,drones-26441,cameras,Cameras,Action Cameras & Drones,Drones,,261,2
Accessories,accessories-26456,cameras,Cameras,Binoculars & Scopes,Accessories,,836,2
Binoculars,binoculars-26450,cameras,Cameras,Binoculars & Scopes,Binoculars,,592,2
Spotting Scopes,spotting-scopes-26454,cameras,Cameras,Binoculars & Scopes,Spotting Scopes,,222,2
Telescopes,telescopes-26455,cameras,Cameras,Binoculars & Scopes,Telescopes,,91,2
Monoculars,monoculars-26452,cameras,Cameras,Binoculars & Scopes,Monoculars,,90,2
Range Finders,range-finders-26453,cameras,Cameras,Binoculars & Scopes,Range Finders,,46,2
Microscopes,microscopes-26451,cameras,Cameras,Binoculars & Scopes,Microscopes,,3,2
Cables,cables-26465,cameras,Cameras,Cameras & Lenses,Camera Accessories,Cables,2206,3
General Purpose Batteries,general-purpose-batteries-26462,cameras,Cameras,Cameras & Lenses,Camera Accessories,General Purpose Batteries,1072,3
Screen Protectors,screen-protectors-26484,cameras,Cameras,Cameras & Lenses,Camera Accessories,Screen Protectors,974,3
Underwater Housing,underwater-housing-26500,cameras,Cameras,Cameras & Lenses,Camera Accessories,Underwater Housing,952,3
Chargers,chargers-26466,cameras,Cameras,Cameras & Lenses,Camera Accessories,Chargers,657,3
Flashes,flashes-26469,cameras,Cameras,Cameras & Lenses,Camera Accessories,Flashes,486,3
Camera Batteries,camera-batteries-33313,cameras,Cameras,Cameras & Lenses,Camera Accessories,Camera Batteries,359,3
Photo Paper,photo-paper-26482,cameras,Cameras,Cameras & Lenses,Camera Accessories,Photo Paper,337,3
Instant Photo,instant-photo-26480,cameras,Cameras,Cameras & Lenses,Camera Accessories,Instant Photo,336,3
Gimbals,gimbals-26478,cameras,Cameras,Cameras & Lenses,Camera Accessories,Gimbals,236,3
Audio Recording,audio-recording-26460,cameras,Cameras,Cameras & Lenses,Camera Accessories,Audio Recording,224,3
"Straps, Clips & Cords",straps-clips-and-cords-26485,cameras,Cameras,Cameras & Lenses,Camera Accessories,"Straps, Clips & Cords",220,3
Digital Photo Frames,digital-photo-frames-26468,cameras,Cameras,Cameras & Lenses,Camera Accessories,Digital Photo Frames,151,3
Cleaning Solutions,cleaning-solutions-26467,cameras,Cameras,Cameras & Lenses,Camera Accessories,Cleaning Solutions,138,3
Battery Grips,battery-grips-26463,cameras,Cameras,Cameras & Lenses,Camera Accessories,Battery Grips,127,3
Remotes,remotes-26483,cameras,Cameras,Cameras & Lenses,Camera Accessories,Remotes,90,3
GPS & Wireless,gps-and-wireless-26479,cameras,Cameras,Cameras & Lenses,Camera Accessories,GPS & Wireless,9,3
View Finders,view-finders-26501,cameras,Cameras,Cameras & Lenses,Camera Accessories,View Finders,8,3
Body Caps,body-caps-26464,cameras,Cameras,Cameras & Lenses,Camera Accessories,Body Caps,6,3
Calibrators,calibrators-33974,cameras,Cameras,Cameras & Lenses,Camera Accessories,Calibrators,3,3
ColorChecker Charts,colorchecker-charts-33976,cameras,Cameras,Cameras & Lenses,Camera Accessories,ColorChecker Charts,3,3
Cables,cables-26433,cameras,Cameras,Action Cameras & Drones,Action Camera Accessories,Cables,2198,3
Filters,filters-26435,cameras,Cameras,Action Cameras & Drones,Action Camera Accessories,Filters,1975,3
Tripods & Stands,tripods-and-stands-26440,cameras,Cameras,Action Cameras & Drones,Action Camera Accessories,Tripods & Stands,1161,3
Housing,housing-26436,cameras,Cameras,Action Cameras & Drones,Action Camera Accessories,Housing,700,3
Mounts,mounts-26438,cameras,Cameras,Action Cameras & Drones,Action Camera Accessories,Mounts,351,3
Batteries,batteries-26432,cameras,Cameras,Action Cameras & Drones,Action Camera Accessories,Batteries,345,3
Chargers,chargers-26434,cameras,Cameras,Action Cameras & Drones,Action Camera Accessories,Chargers,295,3
Bags & Cases,bags-and-cases-26431,cameras,Cameras,Action Cameras & Drones,Action Camera Accessories,Bags & Cases,224,3
Kits,kits-26437,cameras,Cameras,Action Cameras & Drones,Action Camera Accessories,Kits,193,3
Remotes,remotes-26439,cameras,Cameras,Action Cameras & Drones,Action Camera Accessories,Remotes,88,3
Fixed Focal,fixed-focal-26504,cameras,Cameras,Cameras & Lenses,Lenses,Fixed Focal,58,3
Mirrorless,mirrorless-26506,cameras,Cameras,Cameras & Lenses,Lenses,Mirrorless,58,3
Macro,macro-26505,cameras,Cameras,Cameras & Lenses,Lenses,Macro,47,3
Zoom,zoom-26511,cameras,Cameras,Cameras & Lenses,Lenses,Zoom,40,3
Wide Angle,wide-angle-26510,cameras,Cameras,Cameras & Lenses,Lenses,Wide Angle,18,3
Mobile Phone,mobile-phone-26507,cameras,Cameras,Cameras & Lenses,Lenses,Mobile Phone,6,3
Telephoto,telephoto-26508,cameras,Cameras,Cameras & Lenses,Lenses,Telephoto,5,3
Fisheye,fisheye-26503,cameras,Cameras,Cameras & Lenses,Lenses,Fisheye,1,3
Tilt & Shift,tilt-and-shift-26509,cameras,Cameras,Cameras & Lenses,Lenses,Tilt & Shift,1,3
Parts,parts-26447,cameras,Cameras,Action Cameras & Drones,Drone Accessories,Parts,426,3
Bags & Cases,bags-and-cases-26443,cameras,Cameras,Action Cameras & Drones,Drone Accessories,Bags & Cases,69,3
Chargers,chargers-26445,cameras,Cameras,Action Cameras & Drones,Drone Accessories,Chargers,47,3
Skins & Decals,skins-and-decals-26448,cameras,Cameras,Action Cameras & Drones,Drone Accessories,Skins & Decals,34,3
Gimbals & Mounts,gimbals-and-mounts-26446,cameras,Cameras,Action Cameras & Drones,Drone Accessories,Gimbals & Mounts,31,3
Batteries,batteries-26444,cameras,Cameras,Action Cameras & Drones,Drone Accessories,Batteries,30,3
Filters,filters-26516,cameras,Cameras,Cameras & Lenses,Lens Accessories,On Lens Accessories > Filters,1919,4
Adapters & Converters,adapters-and-converters-26514,cameras,Cameras,Cameras & Lenses,Lens Accessories,On Lens Accessories > Adapters & Converters,732,4
Hoods & Collars,hoods-and-collars-26517,cameras,Cameras,Cameras & Lenses,Lens Accessories,On Lens Accessories > Hoods & Collars,445,4
Caps,caps-26515,cameras,Cameras,Cameras & Lenses,Lens Accessories,On Lens Accessories > Caps,300,4
Dashboard,dashboard-26528,cameras,Cameras,Video Cameras & Accessories,Video Cameras,Dashboard,505,3
Projector,projector-26527,cameras,Cameras,Video Cameras & Accessories,Video Cameras,Projector,493,3
Full HD,full-hd-26525,cameras,Cameras,Video Cameras & Accessories,Video Cameras,Full HD,108,3
Supports,supports-26521,cameras,Cameras,Cameras & Lenses,Lens Accessories,Off Lens Accessories > Supports,618,4
Cleaning Solutions,cleaning-solutions-26520,cameras,Cameras,Cameras & Lenses,Lens Accessories,Off Lens Accessories > Cleaning Solutions,127,4
Bags,bags-26519,cameras,Cameras,Cameras & Lenses,Lens Accessories,Off Lens Accessories > Bags,62,4
Studio Accessories,studio-accessories-29020,cameras,Cameras,Cameras & Lenses,Camera Accessories,Studio Lighting > Studio Accessories,676,4
Lighting Accessories,lighting-accessories-29018,cameras,Cameras,Cameras & Lenses,Camera Accessories,Studio Lighting > Lighting Accessories,468,4
Lights,lights-29019,cameras,Cameras,Cameras & Lenses,Camera Accessories,Studio Lighting > Lights,428,4
Kits,kits-29017,cameras,Cameras,Cameras & Lenses,Camera Accessories,Studio Lighting > Kits,162,4
Camera Bag Accessories,camera-bag-accessories-29318,cameras,Cameras,Cameras & Lenses,Camera Accessories,Bags & Cases > Camera Bag Accessories,470,4
Shoulder Bags,shoulder-bags-29314,cameras,Cameras,Cameras & Lenses,Camera Accessories,Bags & Cases > Shoulder Bags,396,4
Camera Backpacks,camera-backpacks-29308,cameras,Cameras,Cameras & Lenses,Camera Accessories,Bags & Cases > Camera Backpacks,201,4
Compact,compact-29309,cameras,Cameras,Cameras & Lenses,Camera Accessories,Bags & Cases > Compact,123,4
Sling Bags,sling-bags-29315,cameras,Cameras,Cameras & Lenses,Camera Accessories,Bags & Cases > Sling Bags,62,4
Hard Cases,hard-cases-29310,cameras,Cameras,Cameras & Lenses,Camera Accessories,Bags & Cases > Hard Cases,55,4
Camera Holsters,camera-holsters-29311,cameras,Cameras,Cameras & Lenses,Camera Accessories,Bags & Cases > Camera Holsters,37,4
DSLR Bags,dslr-bags-29316,cameras,Cameras,Cameras & Lenses,Camera Accessories,Bags & Cases > DSLR Bags,37,4
Video Waist Bags,video-waist-bags-29317,cameras,Cameras,Cameras & Lenses,Camera Accessories,Bags & Cases > Video Waist Bags,11,4
Mirrorless,mirrorless-29312,cameras,Cameras,Cameras & Lenses,Camera Accessories,Bags & Cases > Mirrorless,10,4
Rolling Bags,rolling-bags-29313,cameras,Cameras,Cameras & Lenses,Camera Accessories,Bags & Cases > Rolling Bags,5,4
Tripod Heads,tripod-heads-26491,cameras,Cameras,Cameras & Lenses,Camera Accessories,Tripods & Stands > Tripod Heads,538,4
Tripod Kits,tripod-kits-26492,cameras,Cameras,Cameras & Lenses,Camera Accessories,Tripods & Stands > Tripod Kits,341,4
Microphone Stands,microphone-stands-26489,cameras,Cameras,Cameras & Lenses,Camera Accessories,Tripods & Stands > Microphone Stands,312,4
Bean Bags & Rests,bean-bags-and-rests-26487,cameras,Cameras,Cameras & Lenses,Camera Accessories,Tripods & Stands > Bean Bags & Rests,77,4
Monopods,monopods-26490,cameras,Cameras,Cameras & Lenses,Camera Accessories,Tripods & Stands > Monopods,59,4
Tripod Legs,tripod-legs-26493,cameras,Cameras,Cameras & Lenses,Camera Accessories,Tripods & Stands > Tripod Legs,49,4
Boom Stands,boom-stands-26488,cameras,Cameras,Cameras & Lenses,Camera Accessories,Tripods & Stands > Boom Stands,10,4
MicroSD,microsd-29325,cameras,Cameras,Cameras & Lenses,Camera Accessories,Memory > MicroSD,192,4
Card Readers,card-readers-29319,cameras,Cameras,Cameras & Lenses,Camera Accessories,Memory > Card Readers,167,4
SDHC,sdhc-29326,cameras,Cameras,Cameras & Lenses,Camera Accessories,Memory > SDHC,120,4
"DVD, CD & Tapes",dvd-cd-and-tapes-29322,cameras,Cameras,Cameras & Lenses,Camera Accessories,"Memory > DVD, CD & Tapes",63,4
Film,film-29323,cameras,Cameras,Cameras & Lenses,Camera Accessories,Memory > Film,57,4
Wallets,wallets-29327,cameras,Cameras,Cameras & Lenses,Camera Accessories,Memory > Wallets,24,4
Compact Flash,compact-flash-29321,cameras,Cameras,Cameras & Lenses,Camera Accessories,Memory > Compact Flash,18,4
CFast,cfast-29320,cameras,Cameras,Cameras & Lenses,Camera Accessories,Memory > CFast,6,4
Memory Stick Pro Duo,memory-stick-pro-duo-29324,cameras,Cameras,Cameras & Lenses,Camera Accessories,Memory > Memory Stick Pro Duo,6,4
Off Camera Flash Accessories,off-camera-flash-accessories-26475,cameras,Cameras,Cameras & Lenses,Camera Accessories,Flash Accessories > Off Camera Flash Accessories,269,4
Battery Packs,battery-packs-26472,cameras,Cameras,Cameras & Lenses,Camera Accessories,Flash Accessories > Battery Packs,136,4
Diffusers & Modifiers,diffusers-and-modifiers-26474,cameras,Cameras,Cameras & Lenses,Camera Accessories,Flash Accessories > Diffusers & Modifiers,113,4
Soft Boxes,soft-boxes-26477,cameras,Cameras,Cameras & Lenses,Camera Accessories,Flash Accessories > Soft Boxes,71,4
Adapters,adapters-26471,cameras,Cameras,Cameras & Lenses,Camera Accessories,Flash Accessories > Adapters,24,4
Dedicated Cables,dedicated-cables-26473,cameras,Cameras,Cameras & Lenses,Camera Accessories,Flash Accessories > Dedicated Cables,6,4
Radio Transmitters,radio-transmitters-26476,cameras,Cameras,Cameras & Lenses,Camera Accessories,Flash Accessories > Radio Transmitters,4,4
Quick Release Plates,quick-release-plates-26499,cameras,Cameras,Cameras & Lenses,Camera Accessories,Tripods & Stand Accessories > Quick Release Plates,224,4
Panoramic Robotic Mounts,panoramic-robotic-mounts-26498,cameras,Cameras,Cameras & Lenses,Camera Accessories,Tripods & Stand Accessories > Panoramic Robotic Mounts,159,4
Brackets & Clamps,brackets-and-clamps-26497,cameras,Cameras,Cameras & Lenses,Camera Accessories,Tripods & Stand Accessories > Brackets & Clamps,120,4
Adapters,adapters-26495,cameras,Cameras,Cameras & Lenses,Camera Accessories,Tripods & Stand Accessories > Adapters,73,4
Bags,bags-26496,cameras,Cameras,Cameras & Lenses,Camera Accessories,Tripods & Stand Accessories > Bags,5,4
Cables,cables-26537,cameras,Cameras,Video Cameras & Accessories,Video Camera Accessories,Off Camera Accessories > Cables,2069,4
Chargers,chargers-26538,cameras,Cameras,Video Cameras & Accessories,Video Camera Accessories,Off Camera Accessories > Chargers,48,4
Straps & Supports,straps-and-supports-26534,cameras,Cameras,Video Cameras & Accessories,Video Camera Accessories,On Camera Accessories > Straps & Supports,217,4
View Finders,view-finders-26535,cameras,Cameras,Video Cameras & Accessories,Video Camera Accessories,On Camera Accessories > View Finders,187,4
Sweets & Chocolates,sweets-and-chocolates-31756,household-food-beverages,"Household, Food & Beverages",Groceries,Sweets & Chocolates,,2462,2
"Condiments, Spices & Sauces",condiments-spices-and-sauces-31764,household-food-beverages,"Household, Food & Beverages",Groceries,"Condiments, Spices & Sauces",,2169,2
Soft Drinks & Juice,soft-drinks-and-juice-31752,household-food-beverages,"Household, Food & Beverages",Groceries,Soft Drinks & Juice,,1023,2
Savoury Snacks & Crisps,savoury-snacks-and-crisps-31755,household-food-beverages,"Household, Food & Beverages",Groceries,Savoury Snacks & Crisps,,825,2
"Baking Supplies, Sugar & Sugar Alternatives",baking-supplies-sugar-and-sugar-alternatives-31759,household-food-beverages,"Household, Food & Beverages",Groceries,"Baking Supplies, Sugar & Sugar Alternatives",,672,2
"Biscuits, Rusks & Crackers",biscuits-rusks-and-crackers-31685,household-food-beverages,"Household, Food & Beverages",Groceries,"Biscuits, Rusks & Crackers",,436,2
Occasional Gifts,occasional-gifts-31765,household-food-beverages,"Household, Food & Beverages",Groceries,Occasional Gifts,,295,2
"Jams, Honeys & Spreads",jams-honeys-and-spreads-31761,household-food-beverages,"Household, Food & Beverages",Groceries,"Jams, Honeys & Spreads",,287,2
Canned & Jarred Foods,canned-and-jarred-foods-31757,household-food-beverages,"Household, Food & Beverages",Groceries,Canned & Jarred Foods,,284,2
Water,water-33533,household-food-beverages,"Household, Food & Beverages",Groceries,Water,,260,2
Breakfast Cereals,breakfast-cereals-31754,household-food-beverages,"Household, Food & Beverages",Groceries,Breakfast Cereals,,233,2
Desserts,desserts-31760,household-food-beverages,"Household, Food & Beverages",Groceries,Desserts,,181,2
Dietary & Lifestyle,dietary-and-lifestyle-31766,household-food-beverages,"Household, Food & Beverages",Groceries,Dietary & Lifestyle,,176,2
Oils & Vinegars,oils-and-vinegars-31763,household-food-beverages,"Household, Food & Beverages",Groceries,Oils & Vinegars,,161,2
"Cook In Sauces, Soups & Meal Kits",cook-in-sauces-soups-and-meal-kits-31762,household-food-beverages,"Household, Food & Beverages",Groceries,"Cook In Sauces, Soups & Meal Kits",,151,2
Long Life Milk & Dairy Alternatives,long-life-milk-and-diary-alternatives-31753,household-food-beverages,"Household, Food & Beverages",Groceries,Long Life Milk & Dairy Alternatives,,129,2
"Foils, Wraps & Paper Towels",foils-wraps-and-paper-towels-28723,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,"Foils, Wraps & Paper Towels",,487,2
Refuse Bags & Liners,refuse-bags-and-liners-29172,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Refuse Bags & Liners,,468,2
Air Fresheners,air-fresheners-28696,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Air Fresheners,,445,2
Insect Repellent,insect-repellent-28722,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Insect Repellent,,403,2
Shoe Care,shoe-care-28732,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Shoe Care,,158,2
Leather Care,leather-care-32998,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Leather Care,,130,2
General Purpose Batteries,general-purpose-batteries-29173,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,General Purpose Batteries,,7,2
Liquid Detergents,liquid-detergents-28729,household-food-beverages,"Household, Food & Beverages",Laundry,Liquid Detergents,,244,2
Stain Removers,stain-removers-28731,household-food-beverages,"Household, Food & Beverages",Laundry,Stain Removers,,217,2
Fabric Softeners,fabric-softeners-28726,household-food-beverages,"Household, Food & Beverages",Laundry,Fabric Softeners,,208,2
Powder Detergents,powder-detergents-28730,household-food-beverages,"Household, Food & Beverages",Laundry,Powder Detergents,,112,2
Detergent Capsules & Tablets,detergent-capsules-and-tablets-28725,household-food-beverages,"Household, Food & Beverages",Laundry,Detergent Capsules & Tablets,,69,2
Hand Wash & Delicates,hand-wash-and-delicates-28728,household-food-beverages,"Household, Food & Beverages",Laundry,Hand Wash & Delicates,,34,2
Fabric Dyes,fabric-dyes-28727,household-food-beverages,"Household, Food & Beverages",Laundry,Fabric Dyes,,2,2
Chewy Treats,chewy-treats-28737,household-food-beverages,"Household, Food & Beverages",Pet Food & Treats,Chewy Treats,,424,2
Wet Food,wet-food-28741,household-food-beverages,"Household, Food & Beverages",Pet Food & Treats,Wet Food,,350,2
Catnip,catnip-28736,household-food-beverages,"Household, Food & Beverages",Pet Food & Treats,Catnip,,58,2
Grass,grass-28738,household-food-beverages,"Household, Food & Beverages",Pet Food & Treats,Grass,,51,2
Mineral Blocks,mineral-blocks-28739,household-food-beverages,"Household, Food & Beverages",Pet Food & Treats,Mineral Blocks,,10,2
"Toilet Paper, Wipes & Tissues",toilet-paper-wipes-and-tissues-29061,household-food-beverages,"Household, Food & Beverages",Toiletries & Health,"Toilet Paper, Wipes & Tissues",,464,2
Soaps & Body Wash,soaps-and-body-wash-29062,household-food-beverages,"Household, Food & Beverages",Toiletries & Health,Soaps & Body Wash,,186,2
Toothpaste & Toothbrushes,toothpaste-and-toothbrushes-29086,household-food-beverages,"Household, Food & Beverages",Toiletries & Health,Toothpaste & Toothbrushes,,108,2
Deodorants,deodorants-29085,household-food-beverages,"Household, Food & Beverages",Toiletries & Health,Deodorants,,1,2
Tea,tea-28667,household-food-beverages,"Household, Food & Beverages",Groceries,"Tea, Coffee & Hot Drinks",Tea,923,3
Flavoured Syrups,flavoured-syrups-31790,household-food-beverages,"Household, Food & Beverages",Groceries,"Tea, Coffee & Hot Drinks",Flavoured Syrups,489,3
Hot Chocolate,hot-chocolate-28664,household-food-beverages,"Household, Food & Beverages",Groceries,"Tea, Coffee & Hot Drinks",Hot Chocolate,88,3
Creamers,creamers-28668,household-food-beverages,"Household, Food & Beverages",Groceries,"Tea, Coffee & Hot Drinks",Creamers,33,3
Mocha,mocha-28665,household-food-beverages,"Household, Food & Beverages",Groceries,"Tea, Coffee & Hot Drinks",Mocha,1,3
Pasta,pasta-33629,household-food-beverages,"Household, Food & Beverages",Groceries,"Rice, Pasta & Pulses",Pasta,298,3
Rice,rice-33628,household-food-beverages,"Household, Food & Beverages",Groceries,"Rice, Pasta & Pulses",Rice,52,3
Pulses,pulses-33630,household-food-beverages,"Household, Food & Beverages",Groceries,"Rice, Pasta & Pulses",Pulses,14,3
All Purpose Cleaners,all-purpose-cleaners-28714,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Household Cleaners,All Purpose Cleaners,1436,3
Floor Cleaners,floor-cleaners-28719,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Household Cleaners,Floor Cleaners,342,3
Bathroom Cleaners,bathroom-cleaners-28715,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Household Cleaners,Bathroom Cleaners,308,3
Kitchen Cleaners,kitchen-cleaners-28721,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Household Cleaners,Kitchen Cleaners,221,3
Drain Openers,drain-openers-28718,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Household Cleaners,Drain Openers,208,3
Eco-friendly Cleaning,eco-friendly-cleaning-33909,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Household Cleaners,Eco-friendly Cleaning,191,3
Glass Cleaners,glass-cleaners-28720,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Household Cleaners,Glass Cleaners,170,3
Descalers,descalers-28717,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Household Cleaners,Descalers,138,3
Bleach & Disinfectants,bleach-disinfectants-33908,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Household Cleaners,Bleach & Disinfectants,134,3
Carpet Cleaners,carpet-cleaners-28716,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Household Cleaners,Carpet Cleaners,94,3
Upholstery Cleaners,upholstery-cleaners-33840,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Household Cleaners,Upholstery Cleaners,79,3
Polishers,polishers-33910,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Household Cleaners,Polishers,50,3
Brushes,brushes-28699,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Cleaning Tools,Brushes,1042,3
Cloths & Wipes,cloths-and-wipes-28698,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Cleaning Tools,Cloths & Wipes,718,3
Mops,mops-28703,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Cleaning Tools,Mops,604,3
Brooms & Sweepers,brooms-sweepers-28702,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Cleaning Tools,Brooms & Sweepers,524,3
Buckets,buckets-29359,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Cleaning Tools,Buckets,275,3
Mop Accessories,mop-accessories-33798,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Cleaning Tools,Mop Accessories,191,3
Feather Dusters,feather-dusters-28704,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Cleaning Tools,Feather Dusters,159,3
Glass Cleaners,glass-cleaners-28706,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Cleaning Tools,Glass Cleaners,148,3
All Purpose Cleaners,all-purpose-cleaners-28701,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Cleaning Tools,All Purpose Cleaners,114,3
Squeegees,squeegees-28705,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Cleaning Tools,Squeegees,112,3
Sweepers,sweepers-28700,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Cleaning Tools,Sweepers,1,3
Washing Up Liquid,washing-up-liquid-28708,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Dishwashing,Washing Up Liquid,299,3
Tablets,tablets-28710,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Dishwashing,Tablets,293,3
Powders,powders-28709,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Dishwashing,Powders,289,3
Rinse Aid,rinse-aid-28711,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Dishwashing,Rinse Aid,122,3
Dishwasher Cleaners,dishwasher-cleaners-31686,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Dishwashing,Dishwasher Cleaners,57,3
Dishwasher Salt,dishwasher-salt-28712,household-food-beverages,"Household, Food & Beverages",Household & Cleaning,Dishwashing,Dishwasher Salt,20,3
"Capsules, Pods & Bags",capsules-pods-and-bags-29087,household-food-beverages,"Household, Food & Beverages",Groceries,"Tea, Coffee & Hot Drinks","Coffee > Capsules, Pods & Bags",334,4
Coffee Beans,coffee-beans-29088,household-food-beverages,"Household, Food & Beverages",Groceries,"Tea, Coffee & Hot Drinks",Coffee > Coffee Beans,295,4
Instant Coffee,instant-coffee-29090,household-food-beverages,"Household, Food & Beverages",Groceries,"Tea, Coffee & Hot Drinks",Coffee > Instant Coffee,246,4
Ground Coffee,ground-coffee-29089,household-food-beverages,"Household, Food & Beverages",Groceries,"Tea, Coffee & Hot Drinks",Coffee > Ground Coffee,135,4
Medical Bags,medical-bags-33358,luggage-travel,Luggage & Travel,Travel Accessories,Medical Bags,,32,2
Drawstring Bags,drawstring-bags-25503,luggage-travel,Luggage & Travel,Backpacks & Duffels,Drawstring Bags,,282,2
Gym Bags,gym-bags-25613,luggage-travel,Luggage & Travel,Backpacks & Duffels,Gym Bags,,147,2
Luggage Sets,luggage-sets-25493,luggage-travel,Luggage & Travel,Luggage,Luggage Sets,,1940,2
Suitcases,suitcases-25494,luggage-travel,Luggage & Travel,Luggage,Suitcases,,967,2
Kids Luggage,kids-luggage-25492,luggage-travel,Luggage & Travel,Luggage,Kids Luggage,,384,2
Garment Bags,garment-bags-25491,luggage-travel,Luggage & Travel,Luggage,Garment Bags,,107,2
Cabin Cases,cabin-cases-25490,luggage-travel,Luggage & Travel,Luggage,Cabin Cases,,73,2
Pilot Cases,pilot-cases-25519,luggage-travel,Luggage & Travel,Business & Laptop Bags,Pilot Cases,,20,2
Accessories,accessories-25520,luggage-travel,Luggage & Travel,Business & Laptop Bags,Accessories,,12,2
Crossbody,crossbody-25580,luggage-travel,Luggage & Travel,Handbags & Wallets,Handbags,Crossbody,1541,3
Shoulder Bags,shoulder-bags-25588,luggage-travel,Luggage & Travel,Handbags & Wallets,Handbags,Shoulder Bags,1493,3
Totes,totes-25589,luggage-travel,Luggage & Travel,Handbags & Wallets,Handbags,Totes,1170,3
Clutch,clutch-25579,luggage-travel,Luggage & Travel,Handbags & Wallets,Handbags,Clutch,453,3
Classic,classic-25578,luggage-travel,Luggage & Travel,Handbags & Wallets,Handbags,Classic,328,3
Messenger,messenger-25584,luggage-travel,Luggage & Travel,Handbags & Wallets,Handbags,Messenger,299,3
Backpacks,backpacks-25575,luggage-travel,Luggage & Travel,Handbags & Wallets,Handbags,Backpacks,283,3
Shoppers,shoppers-25587,luggage-travel,Luggage & Travel,Handbags & Wallets,Handbags,Shoppers,255,3
Designer Bags,designer-bags-25581,luggage-travel,Luggage & Travel,Handbags & Wallets,Handbags,Designer Bags,239,3
Beach Bags,beach-bags-25577,luggage-travel,Luggage & Travel,Handbags & Wallets,Handbags,Beach Bags,211,3
Organisers,organisers-25585,luggage-travel,Luggage & Travel,Handbags & Wallets,Handbags,Organisers,152,3
Satchels,satchels-25586,luggage-travel,Luggage & Travel,Handbags & Wallets,Handbags,Satchels,137,3
Evening Bags,evening-bags-25582,luggage-travel,Luggage & Travel,Handbags & Wallets,Handbags,Evening Bags,96,3
Hobos,hobos-25583,luggage-travel,Luggage & Travel,Handbags & Wallets,Handbags,Hobos,21,3
